matchday,year_month,date,home,away,date_text
31,2024-04-01,2024-04-28,Bayer 04 Leverkusen,VfB Stuttgart,26.04. ~ 28.04.2024
31,2024-04-01,2024-04-28,1. FSV Mainz 05,1. FC Köln,26.04. ~ 28.04.2024
31,2024-04-01,2024-04-28,Borussia Mönchengladbach,1. FC Union Berlin,26.04. ~ 28.04.2024
31,2024-04-01,2024-04-28,VfL Bochum,TSG Hoffenheim,26.04. ~ 28.04.2024
31,2024-04-01,2024-04-28,FC Augsburg,Werder Bremen,26.04. ~ 28.04.2024
31,2024-04-01,2024-04-28,SV Darmstadt 98,1. FC Heidenheim,26.04. ~ 28.04.2024
32,2024-05-01,2024-05-05,Borussia Dortmund,FC Augsburg,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,1. FC Union Berlin,VfL Bochum,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,Eintracht Frankfurt,Bayer 04 Leverkusen,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,VfL Wolfsburg,SV Darmstadt 98,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,1. FC Köln,SC Freiburg,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,TSG Hoffenheim,RB Leipzig,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,Werder Bremen,Borussia Mönchengladbach,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,VfB Stuttgart,Bayern München,03.05. ~ 05.05.2024
32,2024-05-01,2024-05-05,1. FC Heidenheim,1. FSV Mainz 05,03.05. ~ 05.05.2024
33,2024-05-01,2024-05-12,Bayern München,VfL Wolfsburg,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,RB Leipzig,Werder Bremen,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,SC Freiburg,1. FC Heidenheim,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,1. FSV Mainz 05,Borussia Dortmund,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,Borussia Mönchengladbach,Eintracht Frankfurt,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,1. FC Köln,1. FC Union Berlin,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,VfL Bochum,Bayer 04 Leverkusen,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,FC Augsburg,VfB Stuttgart,10.05. ~ 12.05.2024
33,2024-05-01,2024-05-12,SV Darmstadt 98,TSG Hoffenheim,10.05. ~ 12.05.2024
34,2024-05-01,2024-05-18,VfL Wolfsburg,1. FSV Mainz 05,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,TSG Hoffenheim,Bayern München,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,Werder Bremen,VfL Bochum,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,VfB Stuttgart,Borussia Mönchengladbach,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,1. FC Heidenheim,1. FC Köln,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,Borussia Dortmund,SV Darmstadt 98,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,1. FC Union Berlin,SC Freiburg,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,Bayer 04 Leverkusen,FC Augsburg,"Samstag,18.05.202415:30 Uhr"
34,2024-05-01,2024-05-18,Eintracht Frankfurt,RB Leipzig,"Samstag,18.05.202415:30 Uhr"
